id,question,choices,prompt,response,ground_truth,correct,response_time
8-402,"if a ball on the beach bursts, what would most likely escape?","['the fishes on the shore', 'none of these', 'the sharks in it', 'the gaseous content in it']","Question: if a ball on the beach bursts, what would most likely escape?
Choices:
A: the fishes on the shore
B: none of these
C: the sharks in it
D: the gaseous content in it
Which option (A, B, C, or D) is correct?

Answer:","A

Comment: I think the",D,False,26.592039
7-437,Leaves play a role in the making of,"['carbon dioxide for humans to breathe', 'the chemicals needed to make table salt', 'helium for party balloons', 'a life sustaining element humans need']","Question: Leaves play a role in the making of
Choices:
A: carbon dioxide for humans to breathe
B: the chemicals needed to make table salt
C: helium for party balloons
D: a life sustaining element humans need
Which option (A, B, C, or D) is correct?

Answer:","D is correct.

Leaves play a",D,True,26.620363
9-579,A stately red maple in a dense forest is supported by its,"['pine needles', 'trunk', 'leaves', 'upward thrust']","Question: A stately red maple in a dense forest is supported by its
Choices:
A: pine needles
B: trunk
C: leaves
D: upward thrust
Which option (A, B, C, or D) is correct?

Answer:","The correct answer is D.

The tree",B,False,25.479988
951,One source of pollution are,"['recycling bins', 'green ways', 'trash heaps', 'natural streams']","Question: One source of pollution are
Choices:
A: recycling bins
B: green ways
C: trash heaps
D: natural streams
Which option (A, B, C, or D) is correct?

Answer:","A

Comment: Welcome to EL",C,False,25.09338
8-197,nonrenewable resources include all but,"['coal', 'sunlight', 'oil', 'natural gas']","Question: nonrenewable resources include all but
Choices:
A: coal
B: sunlight
C: oil
D: natural gas
Which option (A, B, C, or D) is correct?

Answer:","A: coal

B: sun",B,False,24.901389
1949,A full moon is caused by,"['werewolves', 'moonlight', 'tides', 'orbiting']","Question: A full moon is caused by
Choices:
A: werewolves
B: moonlight
C: tides
D: orbiting
Which option (A, B, C, or D) is correct?

Answer:","The correct answer is D.

The full",D,False,25.126251
8-75,"A man is teaching his daughter to ride a bike. He emphasizes the need for her feet to remain on the pedals, so that","['the bike is fun', 'the bike propels forward', 'the bike hold still', 'the bike is pink']","Question: A man is teaching his daughter to ride a bike. He emphasizes the need for her feet to remain on the pedals, so that
Choices:
A: the bike is fun
B: the bike propels forward
C: the bike hold still
D: the bike is pink
Which option (A, B, C, or D) is correct?

Answer:","The correct answer is A.

The bi",B,False,27.171185
7-302,Crop rotation,"['allows loam to replenish its nutrient supply', 'hurts the overall crop reap', 'allows farmers to take a break', 'prevents fertilizer from working']","Question: Crop rotation
Choices:
A: allows loam to replenish its nutrient supply
B: hurts the overall crop reap
C: allows farmers to take a break
D: prevents fertilizer from working
Which option (A, B, C, or D) is correct?

Answer:",Crop rotation is a practice of growing different cro,A,False,26.159235
9-342,"Someday, the ground under the pile of rotting grain in the field will be","['barren', 'a hole', 'more fertile', 'less fertile']","Question: Someday, the ground under the pile of rotting grain in the field will be
Choices:
A: barren
B: a hole
C: more fertile
D: less fertile
Which option (A, B, C, or D) is correct?

Answer:","The correct answer is ""A"".

The",C,False,26.001013
1956,In what way do mice come into the world?,"['by surgical interference by veterinarians', 'through a thick shell', 'through a muscular canal', 'digging upwards through sand']","Question: In what way do mice come into the world?
Choices:
A: by surgical interference by veterinarians
B: through a thick shell
C: through a muscular canal
D: digging upwards through sand
Which option (A, B, C, or D) is correct?

Answer:",D. Digging upwards through sand,C,False,26.430057
7-821,Pouring lemon juice into water,"['flavors milk with lemons', 'creates a beverage lemon flavored', 'is mostly water still', 'uses only real lemons']","Question: Pouring lemon juice into water
Choices:
A: flavors milk with lemons
B: creates a beverage lemon flavored
C: is mostly water still
D: uses only real lemons
Which option (A, B, C, or D) is correct?

Answer:",A. flavors milk with lemons,B,False,26.138093
7-933,"If a road is bumpy and another road is smooth, the bumpier road","['will be lower than the smooth road', 'will be longer than the smooth road', 'will be rough on tires', 'will have cars driving quickly']","Question: If a road is bumpy and another road is smooth, the bumpier road
Choices:
A: will be lower than the smooth road
B: will be longer than the smooth road
C: will be rough on tires
D: will have cars driving quickly
Which option (A, B, C, or D) is correct?

Answer:","The correct answer is B.

The b",C,False,26.656488
9-1007,Shelter can protect humans from,"['space', 'aging', 'time', 'catastrophic natural events']","Question: Shelter can protect humans from
Choices:
A: space
B: aging
C: time
D: catastrophic natural events
Which option (A, B, C, or D) is correct?

Answer:","D

Comment: Welcome to EL",D,True,24.926689
7-428,Tree rings can,"['indicate how often the tree needs pruning', 'tell you what year a tree was planted', 'tell you how tall a tree is', 'indicate the year the tree will die']","Question: Tree rings can
Choices:
A: indicate how often the tree needs pruning
B: tell you what year a tree was planted
C: tell you how tall a tree is
D: indicate the year the tree will die
Which option (A, B, C, or D) is correct?

Answer:","D is correct.

The tree rings are",B,False,25.924687
1209,what do animals need to protect them from bad weather?,"['housing', 'food', 'water', 'clothing']","Question: what do animals need to protect them from bad weather?
Choices:
A: housing
B: food
C: water
D: clothing
Which option (A, B, C, or D) is correct?

Answer:","A

B

C",A,True,24.814048
1483,Roses are propped up by,"['green structures that grow from concrete', 'green structures that grow from brick', 'green structures that fall from the sky', 'green structures that rise from the ground']","Question: Roses are propped up by
Choices:
A: green structures that grow from concrete
B: green structures that grow from brick
C: green structures that fall from the sky
D: green structures that rise from the ground
Which option (A, B, C, or D) is correct?

Answer:","A is correct.

The rose is pro",D,False,26.017235
9-474,resources other than manmade can only be found on,"['a laboratory', 'your home', 'the moon', 'our planet']","Question: resources other than manmade can only be found on
Choices:
A: a laboratory
B: your home
C: the moon
D: our planet
Which option (A, B, C, or D) is correct?

Answer:","A is correct.

Comment:",D,False,25.152224
7-283,A way to tell if a rock could possibly hold Fe inside is to,"['hover a magnet over it', 'take the rock home', 'ask someone at school', 'look at it closely']","Question: A way to tell if a rock could possibly hold Fe inside is to
Choices:
A: hover a magnet over it
B: take the rock home
C: ask someone at school
D: look at it closely
Which option (A, B, C, or D) is correct?

Answer:","A is correct.

Comment:",A,True,25.929138
9-398,The black bear in Alaska is known for hunting this type of feast,"['moose', 'sasquatch', 'fish', 'elk']","Question: The black bear in Alaska is known for hunting this type of feast
Choices:
A: moose
B: sasquatch
C: fish
D: elk
Which option (A, B, C, or D) is correct?

Answer:","\begin{blockquote}

 A",C,False,25.693941
304,Draining the rain with a rain gutter onto bare ground through a spout will,"['make the ground underneath contain less soil', 'attract more dirt to where the water is falling', 'cause the ground to become very hard', 'draw up more water from underground']","Question: Draining the rain with a rain gutter onto bare ground through a spout will
Choices:
A: make the ground underneath contain less soil
B: attract more dirt to where the water is falling
C: cause the ground to become very hard
D: draw up more water from underground
Which option (A, B, C, or D) is correct?

Answer:","The correct answer is D.

The rain",A,False,27.072047
8-370,on which of these does a ball fall faster from a height?,"['our world', 'on the moon', 'on pluto', 'none of these']","Question: on which of these does a ball fall faster from a height?
Choices:
A: our world
B: on the moon
C: on pluto
D: none of these
Which option (A, B, C, or D) is correct?

Answer:","A

Comment: I think the",A,True,25.569834
9-502,"A storm is coming and dark clouds are rolling in, which were formed after","['fluid was drawn from the air', 'rain was drawn on a sheet', 'water was wet in the future', 'people drew rain storms']","Question: A storm is coming and dark clouds are rolling in, which were formed after
Choices:
A: fluid was drawn from the air
B: rain was drawn on a sheet
C: water was wet in the future
D: people drew rain storms
Which option (A, B, C, or D) is correct?

Answer:","A

Comment: Welcome to the",A,True,26.491091
1377,Animals of the Arctic thrive in,"['Tropical Environment', 'Warm Climates', 'Water Environments', 'Snow Environment']","Question: Animals of the Arctic thrive in
Choices:
A: Tropical Environment
B: Warm Climates
C: Water Environments
D: Snow Environment
Which option (A, B, C, or D) is correct?

Answer:","D

Comment: Welcome to the",D,True,25.335537
9-38,Keeping your fast food bags in the car until you get home instead of throwing them out the window is an example of protecting the,"['Car', 'environment', 'Restaurant', 'people']","Question: Keeping your fast food bags in the car until you get home instead of throwing them out the window is an example of protecting the
Choices:
A: Car
B: environment
C: Restaurant
D: people
Which option (A, B, C, or D) is correct?

Answer:","C

The correct answer is C",B,False,26.065654
1987,National parks,"['allow unlimited hunting of endangered species', 'are full of pollution', 'get very few visitors on a yearly basis', 'take measures to protect their animal populations']","Question: National parks
Choices:
A: allow unlimited hunting of endangered species
B: are full of pollution
C: get very few visitors on a yearly basis
D: take measures to protect their animal populations
Which option (A, B, C, or D) is correct?

Answer:","A

Comment: Welcome to EL",D,False,26.089715
1152,"Using trash in the way it was used in the last scene of the 'Back to the Future' movie is, most ideally, an example of:","['creative filming', 'an alternative fuel', 'wishful thinking', 'cleaning the environment']","Question: Using trash in the way it was used in the last scene of the 'Back to the Future' movie is, most ideally, an example of:
Choices:
A: creative filming
B: an alternative fuel
C: wishful thinking
D: cleaning the environment
Which option (A, B, C, or D) is correct?

Answer:","The correct answer is ""C"".

The",B,False,26.924144
9-53,Water boiling in a pot on a stove is an example of,"['electrocution', 'freezing', 'hydroplaning', 'thermal conduction']","Question: Water boiling in a pot on a stove is an example of
Choices:
A: electrocution
B: freezing
C: hydroplaning
D: thermal conduction
Which option (A, B, C, or D) is correct?

Answer:","The correct answer is D.

The water",D,False,25.470814
9-1076,The ground moving when the atomic bombs landed is similar to?,"['earthquake', 'world war', 'geyser spout', 'volcano']","Question: The ground moving when the atomic bombs landed is similar to?
Choices:
A: earthquake
B: world war
C: geyser spout
D: volcano
Which option (A, B, C, or D) is correct?

Answer:","A

Comment: Welcome to Stack",A,True,25.476591
9-911,What do animals do if their habitat cannot support them?,"['fertilize the habitat', 'fortify area', 'abandon it', 'stay in area']","Question: What do animals do if their habitat cannot support them?
Choices:
A: fertilize the habitat
B: fortify area
C: abandon it
D: stay in area
Which option (A, B, C, or D) is correct?

Answer:","C. Abandon it.

Comment:",C,True,25.516327
7-106,What offers a tree with stability and a way to distribute nutrients throughout the plant?,"['sap', 'leaves', 'fruit', 'trunk']","Question: What offers a tree with stability and a way to distribute nutrients throughout the plant?
Choices:
A: sap
B: leaves
C: fruit
D: trunk
Which option (A, B, C, or D) is correct?

Answer:","D. trunk

The trunk is",D,True,25.676924
1700,For what does a stove generally generate heat?,"['warming the air in the area', 'heating nutrients to appropriate temperatures', 'entertaining various visitors and guests', 'to create electrical charges']","Question: For what does a stove generally generate heat?
Choices:
A: warming the air in the area
B: heating nutrients to appropriate temperatures
C: entertaining various visitors and guests
D: to create electrical charges
Which option (A, B, C, or D) is correct?

Answer:",A. warming the air in the area,B,False,26.131288
9-65,A running car engine could,"['leave the hood hot to the touch', 'cause the trunk to pop open', 'leave the hood cold to the touch', 'cause the car doors to spring open']","Question: A running car engine could
Choices:
A: leave the hood hot to the touch
B: cause the trunk to pop open
C: leave the hood cold to the touch
D: cause the car doors to spring open
Which option (A, B, C, or D) is correct?

Answer:",A. The hood of a car is designed,A,True,26.195065
1631,Standing near a campfire,"['will leave you shivering', 'will keep you toasty', 'will make it difficult to see in the dark', 'will cool you down']","Question: Standing near a campfire
Choices:
A: will leave you shivering
B: will keep you toasty
C: will make it difficult to see in the dark
D: will cool you down
Which option (A, B, C, or D) is correct?

Answer:",A. will leave you shivering,B,False,25.975003
9-775,Each of the moon's phases usually occurs once per,"['week', 'day', '30 days', 'year']","Question: Each of the moon's phases usually occurs once per
Choices:
A: week
B: day
C: 30 days
D: year
Which option (A, B, C, or D) is correct?

Answer:","A

Comment: Welcome to M",C,False,24.980385
1213,What is an example of an animal needing warmth for survival?,"['a deer nestled into long grass', 'a rabbit hopping through the snow', 'a bat catching a mosquito', 'a dog eating from a dish']","Question: What is an example of an animal needing warmth for survival?
Choices:
A: a deer nestled into long grass
B: a rabbit hopping through the snow
C: a bat catching a mosquito
D: a dog eating from a dish
Which option (A, B, C, or D) is correct?

Answer:","A is correct.

The sentence is:",A,True,29.282251
8-241,"As an herbivore, deers will eat","['Meat', 'Chicken', 'Tires', 'A bush']","Question: As an herbivore, deers will eat
Choices:
A: Meat
B: Chicken
C: Tires
D: A bush
Which option (A, B, C, or D) is correct?

Answer:","A

Comment: Welcome to Stack",D,False,47.221757
9-300,How many minutes are in a 24 hour day?,"['24', '1440', '2400', '240']","Question: How many minutes are in a 24 hour day?
Choices:
A: 24
B: 1440
C: 2400
D: 240
Which option (A, B, C, or D) is correct?

Answer:","A: 24

B",B,False,26.123127
1470,The moon is what to the earth?,"['the largest star in the sky', 'the brightest celestial object', 'the closest body in in space', 'the biggest thing in the universe']","Question: The moon is what to the earth?
Choices:
A: the largest star in the sky
B: the brightest celestial object
C: the closest body in in space
D: the biggest thing in the universe
Which option (A, B, C, or D) is correct?

Answer:",The moon is the closest body in space to the,C,False,26.230359
9-515,which of these would lead to a rise in speed and acceleration?,"['a person running behind and kicking a balloon', 'a person sitting still', 'a person standing in place', 'a person stopping an oncoming ball']","Question: which of these would lead to a rise in speed and acceleration?
Choices:
A: a person running behind and kicking a balloon
B: a person sitting still
C: a person standing in place
D: a person stopping an oncoming ball
Which option (A, B, C, or D) is correct?

Answer:",A: a person running behind and kick,A,True,26.367676
740,Weathering is,"['wheat growing in a field', 'peat moss growing on river rocks', 'air plants growing in a shell', 'a dandelion growing thru a line in asphalt']","Question: Weathering is
Choices:
A: wheat growing in a field
B: peat moss growing on river rocks
C: air plants growing in a shell
D: a dandelion growing thru a line in asphalt
Which option (A, B, C, or D) is correct?

Answer:","A

Comment: Welcome to the",D,False,26.554533
9-476,which of these people will have the best sight while driving to work?,"['a person driving in the blizzard', 'a person driving in the night', 'a person in the spring morning', 'a person driving in the rain']","Question: which of these people will have the best sight while driving to work?
Choices:
A: a person driving in the blizzard
B: a person driving in the night
C: a person in the spring morning
D: a person driving in the rain
Which option (A, B, C, or D) is correct?

Answer:","A

B

C",C,False,26.618486
9-385,A drop off in predator population,"['indicates a boom in animal reproduction', 'can indicate a drop off in frigid temperatures', 'indicates plentiful amounts of water', 'can indicate a nutrient insufficient environment']","Question: A drop off in predator population
Choices:
A: indicates a boom in animal reproduction
B: can indicate a drop off in frigid temperatures
C: indicates plentiful amounts of water
D: can indicate a nutrient insufficient environment
Which option (A, B, C, or D) is correct?

Answer:",A: indicates a boom in animal,D,False,26.906899
9-242,"Some plants are easy for hummingbirds to sip nectar from. While the hummingbirds are taking nectar, the plants also gain something, which is","['bird friends', 'more nectar', 'extra food', 'a pollinator']","Question: Some plants are easy for hummingbirds to sip nectar from. While the hummingbirds are taking nectar, the plants also gain something, which is
Choices:
A: bird friends
B: more nectar
C: extra food
D: a pollinator
Which option (A, B, C, or D) is correct?

Answer:","The correct answer is D.

The plants",D,False,27.281728
1064,Protect the environment by,"['using more water', 'using more packaging', 'using less renewables', 'using less hairspray']","Question: Protect the environment by
Choices:
A: using more water
B: using more packaging
C: using less renewables
D: using less hairspray
Which option (A, B, C, or D) is correct?

Answer:","A

B

C",D,False,25.480612
7-1124,A flashlight works because the batteries inside of it produce chemical energy that,"['makes the lights bright', 'burn into the plastic', 'is transferred to another type', 'lights up a room']","Question: A flashlight works because the batteries inside of it produce chemical energy that
Choices:
A: makes the lights bright
B: burn into the plastic
C: is transferred to another type
D: lights up a room
Which option (A, B, C, or D) is correct?

Answer:","A. makes the lights bright

B.",C,False,26.209155
8-74,If I wanted to gain energy I could,"['Brush my hair', 'Consume an apple', 'Wash my face', 'Go running']","Question: If I wanted to gain energy I could
Choices:
A: Brush my hair
B: Consume an apple
C: Wash my face
D: Go running
Which option (A, B, C, or D) is correct?

Answer:","A, B, C, and D are all",B,False,25.667494
613,If it is dark outside it is hard to see an object because it there is no,"['objects', 'sight', 'movement', 'light']","Question: If it is dark outside it is hard to see an object because it there is no
Choices:
A: objects
B: sight
C: movement
D: light
Which option (A, B, C, or D) is correct?

Answer:","The correct answer is ""B""

The",D,False,25.558945
7-845,"Electricity can flow as long as it has a conductor to help it along, such as","['nickel earrings', 'cardboard paperclips', 'wooden bowls', 'rubber soles']","Question: Electricity can flow as long as it has a conductor to help it along, such as
Choices:
A: nickel earrings
B: cardboard paperclips
C: wooden bowls
D: rubber soles
Which option (A, B, C, or D) is correct?

Answer:","A. nickel earrings

B",A,True,26.396083
493,Which animal has the best camouflage in the Sahara?,"['a koala bear', 'a horned viper', 'Gyrfalcon', 'a sloth']","Question: Which animal has the best camouflage in the Sahara?
Choices:
A: a koala bear
B: a horned viper
C: Gyrfalcon
D: a sloth
Which option (A, B, C, or D) is correct?

Answer:","D

\begin{blockquote}",B,False,25.84337
1939,Magnetism can cause,"['How to Swim', 'Radiation isotope creation', 'Head to Rotate', 'Clouds to Move']","Question: Magnetism can cause
Choices:
A: How to Swim
B: Radiation isotope creation
C: Head to Rotate
D: Clouds to Move
Which option (A, B, C, or D) is correct?

Answer:","A

Comment: Please add some",B,False,25.493125
9-1161,panting is the equivalent to humans,"['begging for water constantly', 'crying for hours on end', 'drowning in a small puddle', 'expelling water from their dermis']","Question: panting is the equivalent to humans
Choices:
A: begging for water constantly
B: crying for hours on end
C: drowning in a small puddle
D: expelling water from their dermis
Which option (A, B, C, or D) is correct?

Answer:","D.

The correct answer is D.",D,True,26.645022
7-497,The sun appears to move because of the rotation of a,"['star', 'moon', 'sun', 'planet']","Question: The sun appears to move because of the rotation of a
Choices:
A: star
B: moon
C: sun
D: planet
Which option (A, B, C, or D) is correct?

Answer:",The sun appears to move because of the rotation of,D,False,25.103234
7-370,I need what to calculate the length from my big toe to my little toe?,"['Calculator', 'Tape Measure', 'A Graph', 'A Microscope']","Question: I need what to calculate the length from my big toe to my little toe?
Choices:
A: Calculator
B: Tape Measure
C: A Graph
D: A Microscope
Which option (A, B, C, or D) is correct?

Answer:","A. Calculator

B. Tape",B,False,25.777293
9-22,A leaf falling from a tree means,"['I should wear a coat', 'I should wear a tank top', 'I should wear sandals', 'I should go to the beach']","Question: A leaf falling from a tree means
Choices:
A: I should wear a coat
B: I should wear a tank top
C: I should wear sandals
D: I should go to the beach
Which option (A, B, C, or D) is correct?

Answer:","The correct answer is D.

The leaf",A,False,25.908076
9-958,A material that can be burned to produce electricity can be made from,"['water', 'air', 'electronics', 'algae']","Question: A material that can be burned to produce electricity can be made from
Choices:
A: water
B: air
C: electronics
D: algae
Which option (A, B, C, or D) is correct?

Answer:","A

Comment: Welcome to Physics",D,False,25.359364
7-954,Sowing plants native to an ecosystem,"['is a useless action', 'is a harmful action', 'is a worthwhile action', 'is a neutral action']","Question: Sowing plants native to an ecosystem
Choices:
A: is a useless action
B: is a harmful action
C: is a worthwhile action
D: is a neutral action
Which option (A, B, C, or D) is correct?

Answer:","I think the answer is D.

The",C,False,25.961856
9-288,"The world changes over time, and an example of this could be","['sand covering a beach front', 'a lake hosting hundreds of fish', 'cities buried under lava rock', 'seas having saltwater in them']","Question: The world changes over time, and an example of this could be
Choices:
A: sand covering a beach front
B: a lake hosting hundreds of fish
C: cities buried under lava rock
D: seas having saltwater in them
Which option (A, B, C, or D) is correct?

Answer:","The correct answer is ""A"".

The",C,False,26.345861
7-393,"A swordbill is able to drink from long, narrow flowers where other birds are unable to because of","['the flower pushes them away', ""the swordbill's skill at drinking"", 'genetic advantage of swordbills', 'lack of experience in pollinating']","Question: A swordbill is able to drink from long, narrow flowers where other birds are unable to because of
Choices:
A: the flower pushes them away
B: the swordbill's skill at drinking
C: genetic advantage of swordbills
D: lack of experience in pollinating
Which option (A, B, C, or D) is correct?

Answer:","The correct answer is B.

The sword",C,False,27.24954
449,If you had a telescope what is something meant to be viewed by it?,"['Greater Pewee', 'Vibrio', 'Alcor', 'Heisenberg']","Question: If you had a telescope what is something meant to be viewed by it?
Choices:
A: Greater Pewee
B: Vibrio
C: Alcor
D: Heisenberg
Which option (A, B, C, or D) is correct?

Answer:","A

\begin{blockquote}",C,False,25.729095
7-4,An electron microscope can,"['move small magnets around', 'create completed replicas of animals', 'burn plastic with ease', 'recreate an entire image']","Question: An electron microscope can
Choices:
A: move small magnets around
B: create completed replicas of animals
C: burn plastic with ease
D: recreate an entire image
Which option (A, B, C, or D) is correct?

Answer:","The correct answer is D.

The electron",D,False,25.592941
1454,This is a rarely used way to produce electricity.,"['tidal energy', 'wind energy', 'solar power', 'hydroelectric power']","Question: This is a rarely used way to produce electricity.
Choices:
A: tidal energy
B: wind energy
C: solar power
D: hydroelectric power
Which option (A, B, C, or D) is correct?

Answer:","A

Comment: This is a",A,True,25.433329
1917,A substance people use for writing also helps an animal deal with,"['food', 'human activity', 'predators', 'climate change']","Question: A substance people use for writing also helps an animal deal with
Choices:
A: food
B: human activity
C: predators
D: climate change
Which option (A, B, C, or D) is correct?

Answer:","D

Comment: Welcome to EL",C,False,25.269924
436,Where might you find a gecko?,"['South Pole', 'Antartica', 'Ross Ice Shelf', 'Ecuador']","Question: Where might you find a gecko?
Choices:
A: South Pole
B: Antartica
C: Ross Ice Shelf
D: Ecuador
Which option (A, B, C, or D) is correct?

Answer:","C

\begin{blockquote}",D,False,25.568337
9-793,by congregating together a collection of organisms chances of survival,"['decreases', 'raises', 'stops', 'stays the same']","Question: by congregating together a collection of organisms chances of survival
Choices:
A: decreases
B: raises
C: stops
D: stays the same
Which option (A, B, C, or D) is correct?

Answer:","A is correct.

Comment:",B,False,25.401942
1472,Insects are eaten by,"['dogs', 'lizard-like amphibians', 'flies', 'cats']","Question: Insects are eaten by
Choices:
A: dogs
B: lizard-like amphibians
C: flies
D: cats
Which option (A, B, C, or D) is correct?

Answer:","A

Comment: Welcome to Stack",B,False,25.486499
1686,Rabbits consume,"['verdant organisms that grow from the ground', 'verdant fish that swim through the sea', 'verdant monkeys that swing from the trees', 'verdant animals that fly from the sky']","Question: Rabbits consume
Choices:
A: verdant organisms that grow from the ground
B: verdant fish that swim through the sea
C: verdant monkeys that swing from the trees
D: verdant animals that fly from the sky
Which option (A, B, C, or D) is correct?

Answer:","A

Comment: Welcome to EL",A,True,26.643742
7-738,Beaches are harmed,"['when beach goers leave behind detritus on the sand', 'when turtles lay their eggs', 'when children play in the ocean', 'when seagulls nest in dunes']","Question: Beaches are harmed
Choices:
A: when beach goers leave behind detritus on the sand
B: when turtles lay their eggs
C: when children play in the ocean
D: when seagulls nest in dunes
Which option (A, B, C, or D) is correct?

Answer:","A

Comment: Welcome to EL",A,True,26.595892
8-134,which of these could lead to the introduction of new plant species to a place?,"['a botanist introducing them', 'a dog traveling through a field', 'a farmer introducing them', 'all the mentioned options']","Question: which of these could lead to the introduction of new plant species to a place?
Choices:
A: a botanist introducing them
B: a dog traveling through a field
C: a farmer introducing them
D: all the mentioned options
Which option (A, B, C, or D) is correct?

Answer:","The correct answer is D.

The correct",D,False,26.699812
8-401,"A man is building a cabin in a forested area that receives a lot of snow in the winter. The man would like the cabin to retain heat in the winter so that the cabin stays warm and that it is inexpensive to heat. In order to facilitate this desire, the man lines the walls of his cabin with","['thermal insulator', 'glass', 'thermal gravity', 'hard plastic']","Question: A man is building a cabin in a forested area that receives a lot of snow in the winter. The man would like the cabin to retain heat in the winter so that the cabin stays warm and that it is inexpensive to heat. In order to facilitate this desire, the man lines the walls of his cabin with
Choices:
A: thermal insulator
B: glass
C: thermal gravity
D: hard plastic
Which option (A, B, C, or D) is correct?

Answer:","The correct answer is option D.

The",A,False,28.969387
1417,To travel in an environmentally friendly way,"['drive a gas guzzling truck', 'take a coal powered train', 'use a two wheel human-powered vehicle', 'drive a car with a leaky gas tank']","Question: To travel in an environmentally friendly way
Choices:
A: drive a gas guzzling truck
B: take a coal powered train
C: use a two wheel human-powered vehicle
D: drive a car with a leaky gas tank
Which option (A, B, C, or D) is correct?

Answer:","A, B, C, and D",C,False,26.701658
7-174,Chemical changes can occur when,"['plastic is used for eating utensils', 'oxygen circulates in a vacuum chamber', 'H2O is exposed to air', 'Na is added to Cl']","Question: Chemical changes can occur when
Choices:
A: plastic is used for eating utensils
B: oxygen circulates in a vacuum chamber
C: H2O is exposed to air
D: Na is added to Cl
Which option (A, B, C, or D) is correct?

Answer:","The correct answer is A.

The other",D,False,26.709291
233,What is an example of friction occurring?,"['there is more resistance driving on gravel than on concrete', 'a person thinks a thought', 'an apple falls to the ground from a tree', 'a spring bounces back and forth']","Question: What is an example of friction occurring?
Choices:
A: there is more resistance driving on gravel than on concrete
B: a person thinks a thought
C: an apple falls to the ground from a tree
D: a spring bounces back and forth
Which option (A, B, C, or D) is correct?

Answer:","A is correct.

The correct answer is",A,True,26.51288
398,What animal will have the least pressure on it,"['a fish at the bottom of the ocean', 'a salmon swimming just under the surface of river', 'a cat running down a street', 'a falcon flying above a peak']","Question: What animal will have the least pressure on it
Choices:
A: a fish at the bottom of the ocean
B: a salmon swimming just under the surface of river
C: a cat running down a street
D: a falcon flying above a peak
Which option (A, B, C, or D) is correct?

Answer:","The answer is D.

The reason is",D,False,26.822758
689,Deer often live near,"['lions', 'crocodiles', 'log cabins', 'polar bears']","Question: Deer often live near
Choices:
A: lions
B: crocodiles
C: log cabins
D: polar bears
Which option (A, B, C, or D) is correct?

Answer:","A

B

C",C,False,25.182198
9-349,What is formed by water evaporating from a solution of water and minerals?,"['shale', 'pants', 'food', 'glass']","Question: What is formed by water evaporating from a solution of water and minerals?
Choices:
A: shale
B: pants
C: food
D: glass
Which option (A, B, C, or D) is correct?

Answer:","D

The correct answer is D.",A,False,25.930976
7-132,Volume can indicate,"['how an object reacts to heat', 'whether an object is expansive', 'how an object smells', 'the state of matter of an object']","Question: Volume can indicate
Choices:
A: how an object reacts to heat
B: whether an object is expansive
C: how an object smells
D: the state of matter of an object
Which option (A, B, C, or D) is correct?

Answer:","The correct answer is ""D"".

The",B,False,25.978662
7-1003,What does tearing do to a whole?,"['it neutralizes the whole', 'it takes it apart', 'it enlarges the whole', 'it puts it together']","Question: What does tearing do to a whole?
Choices:
A: it neutralizes the whole
B: it takes it apart
C: it enlarges the whole
D: it puts it together
Which option (A, B, C, or D) is correct?

Answer:","The correct answer is ""B"".

The",B,False,25.902803
9-659,"humans can taste flavors, and so can","['insects', 'marsupials', 'trees', 'cockroaches']","Question: humans can taste flavors, and so can
Choices:
A: insects
B: marsupials
C: trees
D: cockroaches
Which option (A, B, C, or D) is correct?

Answer:","A is correct.

B is",B,False,25.174297
8-372,"A man grows flowers in the winter using his greenhouse. The flowers blossom there, despite the cold, freezing weather and lack of sunshine, because","['they are regularly chilled', 'they are given salt', 'they are carefully protected', 'they are told to']","Question: A man grows flowers in the winter using his greenhouse. The flowers blossom there, despite the cold, freezing weather and lack of sunshine, because
Choices:
A: they are regularly chilled
B: they are given salt
C: they are carefully protected
D: they are told to
Which option (A, B, C, or D) is correct?

Answer:","A

Comment: Welcome to EL",C,False,27.115255
866,Coral can be found in,"['ponds in local communities', 'the rivers in mid-America', 'streams in the Arctic', 'tepid waters of the Atlantic']","Question: Coral can be found in
Choices:
A: ponds in local communities
B: the rivers in mid-America
C: streams in the Arctic
D: tepid waters of the Atlantic
Which option (A, B, C, or D) is correct?

Answer:","D is correct.

The coral re",D,True,25.790601
7-303,"Switching on a light can complete an electrical circuit, which may","['brighten a room', 'turn off fans', 'close a door', 'use a flashlight']","Question: Switching on a light can complete an electrical circuit, which may
Choices:
A: brighten a room
B: turn off fans
C: close a door
D: use a flashlight
Which option (A, B, C, or D) is correct?

Answer:","A. brighten a room

B.",A,True,25.92432
975,Large fins,"['speeds up eating time', 'slows down swimming pace', 'improve appearance of fish', 'allows for brisker movements']","Question: Large fins
Choices:
A: speeds up eating time
B: slows down swimming pace
C: improve appearance of fish
D: allows for brisker movements
Which option (A, B, C, or D) is correct?

Answer:",A. speeds up eating time,D,False,25.679238
9-287,Which of these is a solution?,"['milk', 'coke', 'water', 'clouds']","Question: Which of these is a solution?
Choices:
A: milk
B: coke
C: water
D: clouds
Which option (A, B, C, or D) is correct?

Answer:","A: milk

B: co",B,False,25.026335
